account,transaction_type_code,booking_amount,booking_datetime_utc,counterparty_iban,counterparty_name,crdt_dbit
4b648443795069dbecad893f9ec4165c,pr,297.84,2023-12-27 07:53:02,NLFAKENOKF9844434702,7521ba95b93ffba79e3369f3b1efa3ee,dbit
c133fe08c3f6f2d12995c4195890be44,pt,522.76,2023-01-13 10:34:30,NLFAKEUVSY5271204858,8499e7ad047e98a3ff6253a961da6daf,dbit
b81e641eb23b2d87e728ee989b3db49e,po,15.17,2023-11-27 23:03:43,NLFAKEAARQ9633806702,86deda3fc7ffea286d8b2d11611ae642,crdt
becb545340edf7ad25807f7e271af1bc,pt,107.2,2023-09-26 11:02:39,NLFAKEOWLH3490930147,f19d8e07a4fad54fe3203debe6152652,dbit
49d169931ba9922fa267c3654174ddec,pt,951.55,2023-01-27 21:35:57,NLFAKEVQHF8385169172,a8f317c8e77d41f8fa82b2f209be39df,dbit
8685279f29d0ef79b8929556ca09dbdf,po,760.4,2023-11-24 16:04:52,NLFAKEVJFF9578398482,37a7b9121345187687910f483028f215,dbit
cb4aaaeb9830e94366bf4589789f05ef,pr,342.56,2023-11-20 17:20:14,NLFAKEFOWM2109788301,e5740bea3cf315634eac927004d4384b,crdt
0b2caa979a20a7b30df1ba07ccb79dc3,pr,18.28,2024-04-03 08:14:08,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
e6fb18faa16e9cd630c38df6eff36976,po,453.11,2023-09-28 07:49:53,NLFAKEFIBM3571204670,fc44ad353427aeae61cb4c6e34aa9dfe,dbit
a3255feb13e575a4517d808594a3d6ab,po,79.7,2024-04-08 12:15:44,DEFAKE233053864982474751,ceb0f0570b0b138e48588e035916ca01,crdt
ce8e9bc7a2a8ffa53630bdbaa9f99595,po,623.59,2024-02-19 13:53:18,NLFAKEDGAW8359197052,5866c2434b5b246fe3e1ca9d3a89bbb4,crdt
2f04d75af30fd4c8b6d9bd5e7d867dbb,pt,918.34,2024-04-15 06:58:32,NLFAKEPVQA5175117510,a3a291969f478a49c47ae315e99ea84e,dbit
8aff584fb8a15e3a127f740107f131c9,pt,592.07,2023-09-13 10:53:25,NLFAKENBVZ1991815003,425619ff50030077f05fcb3987627faa,crdt
590ce5a71126ef4c909d70f3cd0a2a0f,pt,90.38,2023-10-04 10:41:12,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
d23d53ebcbfcc5d96b179cd05eac5a63,po,953.04,2023-03-31 20:28:46,NLFAKEGCOL1286881045,51376da34783d050770fb06702fa9c79,dbit
5e28d05e7ea24addfb431caeb70a049a,pt,317.91,2023-08-18 14:06:18,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
6f3228865671240bdf5e15086a4930ac,po,68.98,2023-09-17 08:25:02,NLFAKESYQC8870846074,c424c3ec938a6738ae39ad1675742f88,crdt
80d5f4267169fb1938b4f8d5bc648db4,pr,66.13,2023-03-07 12:34:37,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
9aac0de0c6e2fd02a38df9f8195d67b0,po,128.32,2024-01-18 10:12:44,NLFAKEANXU0516043524,b23b88850f504046eeba1e1a6557318a,crdt
f873e3114f4a957460c73c3224094284,rf,676.12,2023-06-02 08:44:34,NLFAKEKUGT0476601950,7185e894587d800499d6020c8d0cfbc4,crdt
841c8159193749b98b9058e17b979f7b,pt,129.32,2023-07-10 11:08:48,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,crdt
6204388a8278196b7cff19c3f74e7915,pt,66.28,2023-01-15 14:26:53,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
751542ea082157790f975ee1daf447ce,pt,614.51,2024-04-18 16:26:41,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
749677ed10bfdff75bb2c14bc60da030,po,274.2,2024-02-14 21:18:04,NLFAKELGUT7182939586,9fe40d5926a3a774dfc35049590ef4e6,crdt
a0794b3ef732d468ce229debbbbbce2e,pt,626.28,2023-10-05 09:34:47,NLFAKEZCWA9506108740,6c40965559afa7375431b8d4a5ca6960,crdt
2b2c6af281fc292e2be951f015fbf236,rf,36.08,2023-04-12 07:38:19,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
78b7d5a9e54d8713d2976b208c3007f3,po,841.95,2023-05-26 17:43:21,NLFAKEIGHU1690345979,fc97596955eb0891f497c1dc035e8e91,crdt
0890b5511e526c3bb4e20789c918ae27,rf,32.04,2023-03-15 09:14:07,NLFAKEWORC7729246670,40bae8bedb8ad2d17dcd3e8e8d6e365c,crdt
c3e70011346eae4a72951807e852a81e,po,565.86,2024-03-08 07:41:18,NLFAKEKALE3926331785,a1bfa834c676d1d21e4e1e970d9282b2,crdt
62f2b122c461349b0d2cca1df8d95e26,rf,982.04,2023-08-18 15:45:34,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
9e21e14f5b7950fb1a80a8d024620f33,po,496.65,2024-03-14 22:32:39,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
b36d8db1376a1ed9410566376db68643,po,709.51,2023-03-17 02:10:02,NLFAKEZZHO1267381119,4de2d00afb703d84f42c5202d65aa535,crdt
10dcd1ede6ec805571c464ad2dfe3634,po,971.55,2023-05-11 11:14:33,NLFAKEUIQC3410330787,2743c587fc6b1c887a8d19981c8e86f3,dbit
31a574c65dc7fb6cdc52e98119977a50,po,340.91,2024-01-21 00:33:07,NLFAKEHPOE3034068007,544a5febed7c20450a5f56e6e3a5cf75,dbit
247124e3fd235edb9963ff853541bf17,pt,70.7,2023-08-21 15:05:23,,,dbit
5dabeb56b7554c1305d638968aebbe00,po,413.3,2024-02-27 08:30:30,NLFAKEAQGK4891549845,3ac9c1b322f802d294c0cf9d008facdf,dbit
3c6db7994e7e6a405da4a2f4236a21b0,po,243.47,2023-09-30 11:59:59,NLFAKEKSZU5400743853,de7e822ac9b7ebf8208e80f253c85d84,crdt
a68108f7e70998f26124a32cd61592c9,po,467.53,2023-03-06 12:14:33,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,dbit
bd8401f3215125530eaaf2f0ee9ce2a0,po,408.98,2023-11-27 09:14:55,NLFAKESHGH1931938266,17ab8898086c4e60c3364d9877422ac6,crdt
c3eb8069d0b5be651fb0fd7902fa2b06,po,163.96,2023-07-18 21:08:48,,,dbit
459fe371fc1d73c74871963054426b9c,pt,981.63,2023-07-10 12:47:29,NLFAKETWAU3542377232,fec91b35fdfe3aabdb0971e3e97a8648,crdt
02dc009fb3c72eb9d225fe5f06cb8b80,po,974.83,2023-03-07 10:54:04,NLFAKEEMAO1161567234,7d7a2fe8e4ba6f0be726c5eb336b34cc,crdt
3607e72492945e9fcfd704fe8371b528,po,156.33,2023-06-30 14:27:33,NLFAKEEBBU7230384651,43536d169d10da2cecb02a8c41536cc4,crdt
41551190c16e9b3ac576a2bdc92abcf2,pt,565.6,2024-02-15 17:45:12,NLFAKEUIQC3410330787,2743c587fc6b1c887a8d19981c8e86f3,dbit
92ec5499016cf880240457ab5f3eec0b,po,436.28,2023-02-27 15:04:57,NLFAKEFXLG0076954385,a898bf0cf807d593fab4b7892dcf4d27,crdt
7d016c3836c03ef0b0e3f41dfc700613,po,423.02,2023-10-28 08:15:42,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,crdt
d50ba713860fbf3d4d9b921a5a76ffe8,po,637.51,2024-02-03 15:23:05,NLFAKETQOY5495142844,c1c816ae2a5a58c55062e16f224bfb76,dbit
837b6aed5b2ef5f86372595e6f520e70,pr,777.9,2023-03-12 20:33:00,NLFAKESQCM9853487776,2b885cd569a8d69e217fd773bcb87b9d,crdt
8672170c38cf2bdcf0f3a5cfb47d7e89,pt,637.42,2023-08-21 08:57:11,NLFAKEDKVD9289965001,c5f9bf1d9c20c4811099b6743e258a59,crdt
c13943a241028ab48a580b56311b77fd,po,105.06,2023-06-26 23:36:38,NLFAKEKDXZ9890348825,11b6fded7a0750a2c81758e960352ef7,dbit
53a95c73a50b06020f032e251957279b,po,43.53,2024-04-15 15:29:24,NLFAKEHHKC4305335214,0691aad4a3e0ea6b93fa21a9300093ff,dbit
d75972e41a82efb4c2a7cb7d34a8fe64,pr,615.96,2023-03-07 07:29:43,NLFAKEWYKP2377755609,157aaff8a3fb18bb6ae935b14d7c27c6,crdt
8a31190e10b017421afbdb15c3d8a6e6,pt,256.0,2023-01-16 18:24:24,NLFAKEARRA7521649413,d6c9e49532194a5b3b5cb9c8b694bf02,dbit
a5efcbe6099958742f143c33fc82f864,pt,293.94,2023-07-08 22:22:54,NLFAKESQCM9853487776,2b885cd569a8d69e217fd773bcb87b9d,crdt
695bb3121f0bdd565b10a4e6d920cf31,po,161.06,2023-04-15 05:49:49,NLFAKEUNPW1365200666,e60a2be9232ae116442cb3c71c68ce58,dbit
c590fe1a4137e0c12ae18ed339476beb,po,809.59,2023-06-05 06:07:16,NLFAKEJEYD2628017881,210e46738e8cb5dc19e2a6bcdb9ba107,dbit
2f8e7a8ca149a6aea794f9572556a613,po,793.61,2023-05-03 02:23:23,NLFAKEHEMV1408748090,ad5e7cd5e400524332f640611b2d53bb,dbit
a6797a1665e5b3a54b3b01aac70159b1,po,413.95,2023-04-10 08:43:27,NLFAKEYQKW9992111671,b9b91bc7fb06f10226a6a4c4d1fd2f11,crdt
6b50ee7b50b68c93c1f35b26896f55f5,po,952.87,2023-02-10 16:12:28,NLFAKEBULK8309999602,9827a72fa97813f2d2b544ede8af7ffb,crdt
eaf0896510d13eedaae1c09e429047ad,po,260.65,2023-07-02 17:47:53,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
7ed1efce08ee3cb7396a0d8f9d506ed8,po,595.36,2023-10-04 09:28:27,NLFAKEQDKO4432391432,2e2fc15e307c95fef94201c7b51ed94b,crdt
8e96590e44c35104ccf72bc01ecd911b,po,954.55,2023-08-27 13:11:17,NLFAKEZCWA9506108740,6c40965559afa7375431b8d4a5ca6960,crdt
9511a76f725a266de30e7f760cf958af,pt,647.08,2024-03-02 00:15:52,NLFAKELKQT1098166843,0c0464402de8e408bce5f0c603d0e667,dbit
977e96f404cdd00b4323805df9616785,pt,284.57,2023-04-05 05:09:52,NLFAKEAUXL5449211496,281dc7c566b98b57b91c462950bd5104,dbit
0982f0302287c8292a7407fc84a1d092,pr,38.68,2023-07-26 16:07:20,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
d00687867593de825bc01d4153a00533,pr,461.07,2023-07-25 17:53:47,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
c8e73be8e8f8994aa841712d2ab16d37,pt,830.3,2023-06-21 14:04:56,NLFAKENYXF3457713822,2e540d0fb8ec9954de593855a8eb7366,crdt
78935eed4a4e0f7d483cc3c07b97b4cf,pt,351.67,2023-07-24 06:43:08,NLFAKEJAZS3506566749,2bbf8c70d1f795a0aac8a5ff4ba94235,crdt
80dd35c9151e52d9bd8720ffccc296f9,po,299.13,2024-02-08 12:30:10,NLFAKEGVEL4112830022,f6e8f33934427a26ae737088cfa80b10,dbit
c96cc2869cc3025053eaaa2a4a0b206f,pr,378.82,2023-02-02 01:51:23,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
fa0442d0be48e41bd75314a950b335c9,po,331.15,2023-04-29 08:45:46,NLFAKEOMNB5414735527,c55e90d8382bf8fc609e617c4b3d7a19,crdt
c5b3a5aed86f21467bc70c7a20a83542,po,517.34,2023-01-26 16:47:27,NLFAKEKOKZ9220466996,8c5ee7a470e410d9d16649f6ee6c1302,dbit
a1d9cff8ffbcc67d3871a01c324a6c39,pr,907.7,2023-11-21 06:28:51,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
26e992247f04c90c770fce0562a2c999,pt,375.48,2023-05-10 05:58:23,DEFAKE744873124924990438,c78a0d379a5cdc7233e1313bea0147b5,dbit
ae8d86dd8fd8e64b08b2e15632907bcd,po,661.49,2023-07-18 17:43:46,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
2fdc8e1d58b9c7192e0f681825777bb9,pr,967.51,2023-01-30 14:40:04,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
3607e72492945e9fcfd704fe8371b528,pt,977.5,2023-02-27 14:17:35,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
1fcca095a18c494b6400ff14b2ae0212,pt,976.94,2023-12-16 15:45:37,NLFAKEGBCD0202003745,ccd275407a320bb48c6f4636c8aa7c03,crdt
8fef3ac6160c0e0f5ad996cf0967da13,pt,694.68,2023-11-24 12:28:05,NLFAKEORQW4663390426,a4b2b061869d11dde33d319717b71e2c,dbit
d5fa0ea547de26e5ece2f4b0f613668d,po,966.39,2023-02-06 11:32:43,GBFAKEVIMH61074449644599,04f45241769021e242ffad19ead0243f,crdt
a91cc5a09a0550d90144d91fb318aac5,pr,40.75,2023-10-15 12:35:35,NLFAKEHEMV1408748090,ad5e7cd5e400524332f640611b2d53bb,dbit
b5810f5238d284fff65968bd307b152c,po,861.13,2023-02-23 00:28:50,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
5ab9ba661a8064d8522b7cec073443f8,pr,892.05,2024-01-24 10:18:18,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
e5bc5751c0597f02a5cc11abde18d557,po,133.81,2024-01-29 10:19:36,NLFAKEAPXU8581873351,0a6cb3551787d1a52f225c4bbdd7b00b,crdt
4874867e39d0a496e01b97fd85b25c18,po,91.23,2023-04-22 09:50:15,IEFAKE22299024907073555169846,8eafe7079cd8495823b88ce43437f3a5,crdt
ab6a97bd743645c7404b75d35873e290,pt,406.36,2023-07-01 07:39:47,NLFAKEDEVX6990007585,bea32b4663c6e4e56bd4da7dd083dbac,crdt
0090da482a39cf6b3a97a8e7142d9bf9,po,600.14,2023-07-26 17:12:49,NLFAKEHRDT9360891507,a86b56dea608ebac7112898bc5dc9cdc,crdt
6ea857e9d90434acccecefe088e4c374,pt,517.67,2023-01-08 23:23:10,FRFAKE82292108936570416995086,49ff974a20e106809028ea504857a81b,crdt
9e21e14f5b7950fb1a80a8d024620f33,rf,461.82,2024-03-10 09:09:15,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
fdd11d25d0ae92ddabba329507afbe10,pt,670.46,2023-04-03 09:54:56,NLFAKEBOVJ5384186501,223c239485b29c93d1f2aadcdbde7544,crdt
652532d755a5fc407b6041ebdeaceb5d,pt,326.4,2023-11-15 07:28:40,NLFAKEOJJE0764765149,83ad6efab8709feb721343aab3dc8f0c,crdt
8740c4b0ed1367704f5e52355cd37653,pt,423.21,2023-09-01 16:48:57,,,dbit
7dddd483e1f350f070c5bc41c3468de1,po,599.9,2023-04-26 06:06:22,NLFAKELADF6303686107,d2f9c5cc14665ac15824405bf301bf4b,crdt
79a8ac3710ae2327944f9ae3d6d5d9d2,po,438.71,2024-03-13 06:46:33,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
181788a50ffcea35f5d2eecee8ef6bd3,pt,782.79,2023-05-19 05:59:44,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,crdt
455bbf4fb0458b3073e91ea997177d5d,pt,704.68,2023-05-28 19:12:44,NLFAKECLQX1599546650,707bfc898794187ef619e4d67f24332e,crdt
b1ced3ebcab99d1c8bc1de9e0946a8ae,po,567.22,2023-01-09 23:02:12,NLFAKEXDEF0278682548,e606958ed374fe5f65df327245946089,crdt
c04fea27c5caecf2ca60b70e2cac0284,po,301.88,2023-02-01 06:36:39,NLFAKEUJTD4538330390,c81ebc0429dbe8819f6a0a23dd16e53e,crdt
30749e6a62e7fb30a0e697f3e5f7c40c,pt,709.61,2023-11-22 04:00:12,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
804b05a4c91c5f7b5258045e159d99b7,po,406.95,2023-08-21 20:29:17,NLFAKEJPOS7107112680,056ca6dff0987902de14e06609af2c34,dbit
674f0f43dc9d98345c52ac3a99496972,po,524.5,2023-03-23 09:28:35,NLFAKELSNS6060012545,48173c302ad1e06d8ef999f95237bb7f,crdt
0aa71a2ec158392551479f69be9f32eb,po,35.82,2023-10-25 13:34:41,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
667afd9fbf5e14db597021b1c65d44d0,pt,45.58,2024-03-15 19:51:18,NLFAKESMAB1687115811,681c1f66e7e42a89193a418bc8a09f87,crdt
c8fffd4c3525d65e05482a19f76f4004,po,387.31,2023-07-22 17:09:25,NLFAKEIGHU1690345979,fc97596955eb0891f497c1dc035e8e91,crdt
18224afacc8777be3191dab37257bea1,pt,785.92,2024-03-31 12:38:31,NLFAKERXFG1079479540,1180a0b4e9bb67f8b0ccbebe75a08fbb,crdt
b0fe0a91e13999ab9527040fb592c0a1,pr,176.15,2023-08-28 11:37:02,,,crdt
6b50c299690dc2b567573d1c0395efe1,po,164.41,2023-11-04 09:40:17,,,crdt
726ded66636b986e40c0714778d1c5d8,po,447.3,2024-02-10 09:14:52,NLFAKEPFFC4645135486,07fbf9ba52e1f8d2f685a6421c610ea8,crdt
05b9b41e50aafc38a17ec227df9faeb1,po,678.61,2023-01-23 08:17:13,NLFAKEMFNY6867658755,89287d0a29036bcd48b97231522eb620,crdt
e7348216f3302bb289714cd871db8777,po,723.18,2023-09-16 07:41:05,NLFAKEYAXE6916024783,e5d9195df1fbb2d2110e50691ba9ee4c,crdt
70e970015226dae8880a874070ed5ef5,po,108.98,2024-02-27 09:03:00,NLFAKERJZZ4816248155,dc4382d1703b66739b9c0514f5db7ac2,crdt
ef343dbcb2cb90861237140d9e7b6f94,pr,523.67,2023-10-02 07:30:28,DEFAKE408179006595163911,b207e03abf14e77f533f889bcde231bc,crdt
855860fc8cb2daaecc54e486b2aae8b9,pt,800.31,2023-11-22 00:42:00,NLFAKEDNUM9516613142,a97b6d98375eb34b463d1991d2dfbe74,dbit
45249f5df51fdbc13019489301d98972,po,943.24,2024-02-27 09:24:49,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,dbit
9c32fc59b43b71d109b4e0cd4cb9952d,pr,483.11,2023-07-20 15:13:18,NLFAKEAKXG5176791572,5dd8e1d7b53e1716dc62623a4e02adb2,crdt
1d0699a4e292f9bf8e4e1bbc2f026022,po,540.15,2024-02-26 09:24:10,NLFAKEGFSN0215641919,34ad906459afb2e9e3133e285b0fe70f,crdt
27252abfbefee28c4625af01d628f0a9,po,963.73,2023-05-30 13:07:43,NLFAKEOLDI6800397740,e2afdb9d5a3b02777e8b6e56fcdd3087,dbit
d4227baaed327b259b9ae9dc3bdccbf3,po,126.16,2023-04-08 12:58:24,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
04b2467488dda84a0ce2129e366c7a4a,po,90.95,2023-03-27 06:11:52,NLFAKEXRKA0745519584,07ec058a214497a173fd9c592630c5bd,crdt
af25a1a5c4ad2526122c13af0bee3c67,po,524.91,2024-03-15 02:23:28,NLFAKECKCQ4323799761,db7c8225255ff8d88e2a3bbf4b0c9467,dbit
62b8e5d2c3aa6c1e65f2f6e15fceefff,pr,445.17,2023-06-02 09:45:12,NLFAKEERCD6636527567,85d7b6edd6d424e7ca574ef28fbd44f6,dbit
462310996ce87110f238e9cd6327fb87,po,888.35,2024-01-02 09:04:22,NLFAKEUEWO8640328028,84aee18446a17c47d6ed171282984d08,dbit
0cfacea30e85e94e95d358d29446dd17,pt,63.3,2023-12-16 10:50:56,NLFAKEFSAX1469560999,15aa0ba3287681df72cb9fa7abf13253,dbit
370d9766d808c199e8a4fb8bd968459a,rf,898.98,2023-05-31 11:16:57,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
7cfcfea939a8b8296bc1d5fda9156daf,rf,106.97,2023-10-02 01:29:33,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
70ba02604f907119b82e19f09f547f75,po,435.53,2023-01-17 23:08:40,NLFAKEPWAB0001561787,682717f95aeb630ba0d246aef9263f88,dbit
f2b8f606e07e01c678a5fe1a781eb5fb,pr,834.17,2023-03-25 12:57:44,NLFAKEHSCU7815013898,4b146dd20ed251adffe178b0f0a9fb27,crdt
30d781b5704eb7f588ac4ff3d17857bc,pt,851.14,2023-01-12 02:13:10,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,crdt
1f329182d1fd946b8008cf7ace06c877,pt,19.3,2023-03-15 02:27:53,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,crdt
13ba6332f9a32f3eaad24e93718b88b4,pr,862.45,2023-03-03 14:15:09,NLFAKELADF6303686107,d2f9c5cc14665ac15824405bf301bf4b,crdt
1509ba241c8083343843b9396e161535,po,788.65,2023-01-20 00:23:43,NLFAKEICNT9750639452,0a5fffccb7c57bca39703a9d42d27389,dbit
a6707c140c5bb8ba071de3087cae8103,pt,965.24,2023-08-24 10:53:10,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
866c2ece0c251394c55ddbf2e55e9a60,pr,853.17,2023-06-03 11:10:27,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
e1c5e6f0b253bcc465da3ca72cc24f6c,po,275.72,2023-05-26 17:43:21,NLFAKEPWAB0001561787,682717f95aeb630ba0d246aef9263f88,dbit
ff121a061b19aab5b85123176997bb25,pt,471.78,2023-07-15 09:42:50,NLFAKEUNIW8051362668,b17e4a7f6f723bbe5e5ca21b145be193,dbit
72b4d054423568bd0ba9cb881816c02a,po,122.0,2023-08-29 07:04:14,NLFAKEMPUV3472338663,f2ed9351c68dda5dd2bfce212dd04138,dbit
3c50ad5b2225da851738a52e36d60057,po,259.19,2023-10-29 13:51:43,NLFAKEWHJP9394950738,8105dde06d65a296eea9d32d5e6d4673,dbit
2d6166efde7da844f123903dbdf22e78,pt,169.37,2023-07-25 06:18:44,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
b8e27ff9d6e3790d2152504d2de30128,po,801.08,2023-09-08 12:17:15,NLFAKEVQHF8385169172,a8f317c8e77d41f8fa82b2f209be39df,dbit
f6a005cc1cf81bb2f9d724945030f005,po,135.37,2023-12-31 12:47:43,NLFAKEWPCH6247251447,120eb0ebfb060a7c27cbf1f3a88cc004,dbit
25215e25d956e2e0d62d78011b2720ff,po,977.34,2023-01-21 15:43:47,NLFAKELDHJ2100916979,f66fb4506d54feb79d0cc2c2e00dc1bf,crdt
5d6c454c03771d669417a9db26c2dfde,pt,736.9,2023-11-17 17:44:28,NLFAKEHBWU2823809358,ffa695e97cad6fb9934183258fa0a516,dbit
023dde06983609359821067b05e33682,po,619.85,2023-07-18 11:04:03,NLFAKEKXWJ3409312792,3cd2f0a94ba6d29fed8efb74318de5c4,crdt
bfc0804b8604ade67013015357d5ed80,po,67.17,2023-10-12 07:33:00,NLFAKEPWKB5847802838,86ba858f36d083dd45c9f957d020df60,crdt
bf4b3cf8f25e6b779f93fbb9dd6ec926,pt,715.52,2024-03-26 07:23:43,NLFAKEEOMQ3192509762,966e9d60952fefe20a1ca8248419ca37,crdt
c2175f40d049145ff32bb38a592a7393,po,813.82,2024-02-05 08:45:30,NLFAKEFVCC6245786366,ad926a56da7cbf4972103e4b7cfa9535,crdt
b656a596b250edfdd77bb9ceca76d17d,pt,648.21,2024-03-09 13:12:03,NLFAKEFKML9029473459,9d87d14ceaca291cb6ea9dd48816d698,crdt
5110348127cbb608b763426a7be0269b,pt,966.69,2023-07-27 06:23:06,NLFAKESCKB0616824477,14a68f82e4f9a9bd1a943d5589a41ba0,dbit
a342e108310ee41f69bc41e85acc7534,po,653.39,2023-02-02 01:53:28,NLFAKEDDSI9267306084,07e76c6162a99e3cd6d71a8549b0c76c,crdt
dcb9a2196717ec34a65eccd5091e07a9,po,731.41,2023-09-15 14:50:02,NLFAKEQZCN4078132230,30288ae36de0d6d2a0f96a6de535662e,dbit
69bb605f15a78e11a8a4c6af234c3839,po,231.91,2024-01-08 07:16:57,DEFAKE870725082009428691,16653928d890bf17c1223772b93bda99,crdt
3c1754636ee45515b032bd71b3bcce41,po,523.32,2023-06-01 01:50:38,NLFAKEWISY4852495372,9e535519404d37dfba4e1f366576cb0e,dbit
06d4f79a3291700b7bde607b79c40c0a,po,858.66,2023-08-10 13:21:07,NLFAKEPWAB0001561787,682717f95aeb630ba0d246aef9263f88,crdt
b2c2f5c19d42dcff6e7728f0387cf443,pt,606.48,2024-03-16 11:32:39,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
46e2156fade7c7a50f8750e57ef80631,po,869.44,2023-11-03 14:56:02,DEFAKE700256281272772782,325f83b8d7928133e4e98f8ef038cfab,dbit
1e2f2daa1fedc359648f834e36427f5f,po,860.54,2023-12-09 20:19:50,FRFAKE66780822753392871565014,0d359059d812c4f2d07c45874110a1e4,dbit
3284fe85322def97620be595819b5d63,po,679.75,2023-03-30 07:53:06,NLFAKEKDLN3724085946,1f783cc843389ab9f9c88aea36c4bab7,dbit
83f444ea04e3f692746f25ac3965088f,pr,465.8,2023-11-24 08:21:28,NLFAKESEXO4693867770,788d6c184bf95e6035ac3ceba18d0607,crdt
562e51f9e10f76cf7aad51da407043a4,po,679.43,2023-08-22 12:45:50,NLFAKEDSPH2077971027,d281429097c3cbec30d0d358a85ed126,dbit
45a6d047cf5d66d9647fac3aa228dc84,pt,459.13,2024-01-20 00:08:02,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
8024d269a0694ca9a089b3ef035144cb,pr,159.01,2023-04-15 14:12:49,NLFAKEVDBD3503331257,b966c679f525baabb79ea0f21ae828ab,dbit
518f99b0db0cd14337656b5b0365af75,pr,156.92,2023-02-14 19:24:40,NLFAKESQCM9853487776,2b885cd569a8d69e217fd773bcb87b9d,crdt
eaef5369c6a2d91096626e8f576cbc37,po,541.75,2024-02-16 10:24:11,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
54c0f76d0d50a8f34fa37c1a117ad65c,po,60.04,2023-08-28 11:13:12,NLFAKEGJZP6737852588,3247dd6c333deed2c2f3a02ba68347e4,dbit
dbe47b521138af418dd2ac9313946388,po,904.77,2023-07-09 09:39:03,NLFAKEKXQW9947910482,2259af5722152345d4b619a9ad763487,crdt
76cb2bb19b2267418d32f6f91cba43f0,po,149.67,2024-03-05 08:33:01,NLFAKEYAWF1414461975,c8da467d1fc9e1a74fb2ed555e0fcf06,dbit
6f1faa447a70647e6b3670323ce9335e,pt,156.67,2024-03-01 14:43:58,NLFAKEVQHF8385169172,a8f317c8e77d41f8fa82b2f209be39df,crdt
2eeba2bbccd11d4cce1037d16795156a,po,3.04,2023-01-23 10:38:38,NLFAKEBJNX3026083213,3b4bc756093ed116a0aec3c694013fe6,dbit
85238703a3bd8994b49f8ba37d20dc52,po,505.72,2023-10-23 09:02:49,NLFAKEVMTP2534032609,f7ce8049e07f63cba0c26507eb5d6252,crdt
886e6ad7d6cc9b8ff879383a01b0f03f,pr,683.34,2023-08-27 13:11:17,NLFAKEOFSC4741099780,f71bc9103fbe23fc95ce66f8bc5fc968,dbit
906959eb0078ad3c80b8412e9d4d5ffe,pt,208.69,2023-10-10 11:45:11,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
